Sr.No,Name,Ratings,Total_Reviews,,Company_Type,Locations,How_Old,Workforce
8459,Gokul Agro Resou...,4,(58 Reviews),,Public,"Ahmedabad,Gujarat + 4 more",8 years old,1k-5k Employees (India)
8460,Avance Consultin...,4,(58 Reviews),,Private,"Somerset,NJ + 1 more",15 years old,51-200 Employees (India)
8461,Kriya It,3.8,(58 Reviews),,Private,"Chennai,Tamil Nadu + 4 more",12 years old,1k-5k Employees (India)
8462,Aarav Software S...,3.3,(58 Reviews),,Private,Malad + 3 more,51-200 Employees (India),None
8463,Sky Automobiles,4.6,(58 Reviews),,Private,Raipur + 4 more,35 years old,501-1k Employees (India)
8464,Saya homes,3.5,(58 Reviews),,Ghaziabad + 3 more,22 years old,201-500 Employees (India),None
8465,Magnaquest Techn...,3.6,(58 Reviews),,Private,"Hyderabad,Telangana + 3 more",26 years old,201-500 Employees (India)
8466,Tufropes,4.2,(58 Reviews),,Private,"Mumbai,Maharashtra + 6 more",29 years old,1k-5k Employees (India)
8467,Onegene,3.1,(58 Reviews),,Chennai + 2 more,None,None,None
8468,Formula Group,3.7,(58 Reviews),,Private,"New Delhi,Delhi + 10 more",18 years old,501-1k Employees (India)
8469,Promaestro Techs...,4.6,(58 Reviews),,Private,Hyderabad + 1 more,14 years old,501-1k Employees (India)
8470,FIS SOLUTIONS SO...,4.2,(58 Reviews),,Pune + 7 more,5k-10k Employees (India),None,None
8471,H & R Johnson (I...,3.7,(58 Reviews),,Public,Mumbai + 30 more,64 years old,5k-10k Employees (Global)
8472,Zudio,4.5,(58 Reviews),,Bengaluru/Bangalore + 18 more,1k-5k Employees (India),None,None
8473,Finolex Ind,4.3,(58 Reviews),,Pune + 17 more,1k-5k Employees (India),None,None
8474,Wood PLC,4.1,(58 Reviews),,Gurgaon/Gurugram + 6 more,1k-5k Employees (India),None,None
8475,Diversey India H...,3.3,(58 Reviews),,Mumbai + 13 more,102 years old,1k-5k Employees (India),None
8476,Complere Infosys...,4.7,(58 Reviews),,Private,"Mohali,Punjab + 1 more",6 years old,11-50 Employees (India)
8477,FMI Automotive C...,4.1,(58 Reviews),,51-200 Employees (India),None,None,None
8478,Ram Kripal Singh...,3.8,(58 Reviews),,Ranchi + 7 more,201-500 Employees (India),None,None
8479,Rachna Sagar,3,(58 Reviews),,Private,New Delhi + 11 more,27 years old,51-200 Employees (India)
8480,Automag India Pv...,4,(58 Reviews),,Private,Pune + 4 more,37 years old,201-500 Employees (India)
8481,Itmantra Techint...,3.1,(58 Reviews),,Private,"Mumbai,Maharashtra + 20 more",22 years old,51-200 Employees (Global)
8482,Matrix Media Sol...,4.6,(58 Reviews),,Private,"Kolkata,West Bengal + 1 more",19 years old,51-200 Employees (India)
8483,SJS Enterprises,4,(58 Reviews),,Bengaluru + 3 more,35 years old,201-500 Employees (India),None
8484,bgr Mining infra...,4.5,(58 Reviews),,Private,Hyderabad + 6 more,34 years old,201-500 Employees (India)
8485,Techno Kart Indi...,3.4,(58 Reviews),,Private,Mumbai + 17 more,19 years old,10k-50k Employees (India)
8486,S-cci india,3.8,(58 Reviews),,Gurgaon + 5 more,37 years old,201-500 Employees (India),None
8487,Delux Bearings,4.1,(58 Reviews),,Mumbai + 8 more,66 years old,501-1k Employees (India),None
8488,Itmantra Techint...,3.1,(58 Reviews),,Private,"Mumbai,Maharashtra + 20 more",22 years old,51-200 Employees (Global)
8489,Matrix Media Sol...,4.6,(58 Reviews),,Private,"Kolkata,West Bengal + 1 more",19 years old,51-200 Employees (India)
8490,Finolex Ind,4.3,(58 Reviews),,Pune + 17 more,1k-5k Employees (India),None,None
8491,Rij Engineering,3.7,(58 Reviews),,Private,Pune,31 years old,51-200 Employees (India)
8492,FiberHome,3.8,(58 Reviews),,Private,Wuhan + 7 more,23 years old,51-200 Employees (India)
8493,Zudio,4.5,(58 Reviews),,Bengaluru/Bangalore + 18 more,1k-5k Employees (India),None,None
8494,Jasper Colin Res...,4.3,(58 Reviews),,Private,"New York,New York + 6 more",14 years old,201-500 Employees (India)
8495,Diversey India H...,3.3,(58 Reviews),,Mumbai + 13 more,102 years old,1k-5k Employees (India),None
8496,H & R Johnson (I...,3.7,(58 Reviews),,Public,Mumbai + 30 more,64 years old,5k-10k Employees (Global)
8497,Complere Infosys...,4.7,(58 Reviews),,Private,"Mohali,Punjab + 1 more",6 years old,11-50 Employees (India)
8498,TSMT Technology ...,3,(58 Reviews),,Taoyuan,25 years old,201-500 Employees (Global),None
8499,Tata Docomo,3.8,(58 Reviews),,Mumbai + 23 more,26 years old,1k-5k Employees (India),None
8500,Hetero Biopharma,3.5,(58 Reviews),,Hyderabad,13 years old,201-500 Employees (India),None
8501,EC-Mobility,3.9,(58 Reviews),,LLP,"Aurangabad,Maharashtra + 1 more",5 years old,201-500 Employees (India)
8502,VHS Consulting,4.1,(58 Reviews),,Private,Pleasanton + 6 more,13 years old,11-50 Employees (India)
8503,DiGiSPICE,3.9,(58 Reviews),,Public,"Noida,Uttar Pradesh + 9 more",22 years old,501-1k Employees (India)
8504,Machino Polymers,3.6,(58 Reviews),,Public,Gurgaon + 5 more,27 years old,501-1k Employees (India)
8505,OCS Services,4.3,(58 Reviews),,Private,Dubai + 8 more,38 years old,51-200 Employees (India)
8506,GUS Education,3.3,(58 Reviews),,"Hyderabad/Secunderabad,Telangana + 2 more",5 years old,201-500 Employees (India),None
8507,Sunstar Precisio...,4.2,(58 Reviews),,Greater Noida + 3 more,17 years old,None,None
8508,Saffron Lifestyl...,4.2,(58 Reviews),,Private,Ahmedabad + 10 more,25 years old,51-200 Employees (India)
8509,MediBuddy,3.7,(58 Reviews),,"Bangalore,Karnataka + 5 more",9 years old,None,None
8510,Indovision Servi...,4.1,(58 Reviews),,Private,"Delhi/NCR,Delhi + 11 more",10 years old,11-50 Employees (India)
8511,Armstrong Machin...,3,(58 Reviews),,Private,"Pune,Maharashtra + 3 more",23 years old,51-200 Employees (India)
8512,Hirva HR Solutio...,4.8,(226 Reviews),,Private,"Surat,Gujarat + 21 more",2 years old,11-50 Employees (Global)
8513,Anupam Industrie...,3.9,(57 Reviews),,Private,Anand + 7 more,49 years old,201-500 Employees (India)
8514,Doosan Babcock,4.7,(57 Reviews),,Private,Crawley + 7 more,141 years old,1k-5k Employees (Global)
8515,Swastik Infra-lo...,4.4,(57 Reviews),,Private,Mumbai + 9 more,501-1k Employees (India),None
8516,Kumon India Educ...,4.4,(57 Reviews),,Private,"New Delhi,Delhi + 14 more",18 years old,51-200 Employees (India)
8517,Bernhard Schulte...,4.1,(57 Reviews),,Private,"Hamburg,Hamburg + 7 more",139 years old,51-200 Employees (India)
8518,Gadre Marine Exp...,3.7,(57 Reviews),,Ratnagiri + 6 more,44 years old,1k-5k Employees (India),None
8519,Advocate,4.2,(57 Reviews),,Private,Atlanta + 25 more,21 years old,1 Lakh+ Employees (India)
8520,Cytecare Cancer ...,4.2,(57 Reviews),,Private,"Bangalore,Karnataka",8 years old,201-500 Employees (India)
8521,Marwadi Universi...,3.4,(57 Reviews),,Private,Rajkot + 2 more,6 years old,201-500 Employees (India)
8522,1ne Click Online,2.4,(57 Reviews),,Private,Gurgaon + 13 more,8 years old,51-200 Employees (India)
8523,Scott Edil Pharm...,3.4,(57 Reviews),,Public,Chandigarh + 1 more,26 years old,51-200 Employees (India)
8524,Vtc Tradewings,4.1,(57 Reviews),,Private,Chandigarh + 11 more,53 years old,51-200 Employees (India)
8525,Aero Club-Woodla...,3.7,(57 Reviews),,New Delhi + 20 more,30 years old,10k-50k Employees (India),None
8526,Uber eats,4.1,(57 Reviews),,Private,"San Francisco,California + 20 more",8 years old,1k-5k Employees (Global)
8527,Propshop,2.9,(57 Reviews),,Private,"Noida,Uttar Pradesh + 1 more",8 years old,501-1k Employees (India)
8528,HYOSUNG T&D,3.3,(57 Reviews),,Private,Seoul + 2 more,51-200 Employees (India),None
8529,Sekhani Industri...,3.2,(57 Reviews),,Ahmedabad + 13 more,52 years old,51-200 Employees (India),None
8530,Shri Ram Murti S...,4.2,(57 Reviews),,Private,Bareilly + 2 more,32 years old,501-1k Employees (Global)
8531,Simeio Solutions,4.1,(57 Reviews),,Private,"Mumbai,Maharashtra + 1 more",13 years old,201-500 Employees (India)
8532,KCCEC,4.1,(57 Reviews),,Private,Kuwait City + 2 more,55 years old,201-500 Employees (Global)
8533,Margdarshak Fina...,3.5,(57 Reviews),,Private,Lucknow + 20 more,15 years old,51-200 Employees (India)
8534,U K Paints,4,(57 Reviews),,New Delhi + 7 more,103 years old,501-1k Employees (Global),None
8535,De Lage Landen F...,4.4,(57 Reviews),,Private,Eindhoven + 18 more,53 years old,201-500 Employees (India)
8536,Zone By The Park...,3.9,(57 Reviews),,New Delhi + 11 more,11 years old,51-200 Employees (India),None
8537,Mitel,3.7,(57 Reviews),,Private,"Kanata,Ontario + 2 more",50 years old,501-1k Employees (India)
8538,IonIdea Interact...,4,(57 Reviews),,Private,Fairfax + 4 more,31 years old,501-1k Employees (India)
8539,Nestor Pharmaceu...,3.6,(57 Reviews),,Public,New Delhi + 6 more,105 years old,51-200 Employees (India)
8540,Vestian Global W...,3,(57 Reviews),,Private,Chicago + 4 more,12 years old,51-200 Employees (India)
8541,Excell Autovista,3.5,(57 Reviews),,Private,"Mumbai,Maharashtra + 3 more",18 years old,501-1k Employees (India)
8542,Cenduit India Se...,3.9,(57 Reviews),,Private,"Bangalore/Bengaluru,Karnataka",15 years old,201-500 Employees (India)
8543,Hand In Hand,4.1,(57 Reviews),,NGO/NPO,Chennai + 12 more,20 years old,51-200 Employees (India)
8544,St. Paul's Schoo...,4.2,(57 Reviews),,Private,"Hazārībāg,jharkhand + 23 more",11-50 Employees (India),None
8545,GE Money,4.5,(57 Reviews),,Public,Norwalk + 14 more,90 years old,1k-5k Employees (India)
8546,Xoxoday,4.5,(57 Reviews),,Private,"Bangalore,Karnataka + 3 more",10 years old,51-200 Employees (India)
8547,Spaco Technologi...,3.8,(57 Reviews),,Private,Pune + 1 more,51 years old,51-200 Employees (India)
8548,Rane Die Cast,4.2,(57 Reviews),,Chennai + 5 more,93 years old,501-1k Employees (India),None
8549,JBJ TECHNOLOGIES,4.1,(57 Reviews),,Greater Noida + 1 more,28 years old,201-500 Employees (India),None
8550,Tokai Rika Minda,4.2,(57 Reviews),,Private,Oguchi + 4 more,74 years old,51-200 Employees (India)
8551,Ssnr Projects.pv...,3.9,(57 Reviews),,Private,"Visakhapatnam/Vizag,Andhra Pradesh + 7 more",10 years old,51-200 Employees (India)
8552,HES Infra,4.5,(57 Reviews),,Hyderabad + 6 more,15 years old,201-500 Employees (India),None
8553,VGM Consultants,4,(57 Reviews),,Private,"Kolkata,West Bengal + 16 more",8 years old,501-1k Employees (India)
8554,ASSA ABLOY,4.2,(57 Reviews),,Public,"Stockholm,Stockholm County + 14 more",17 years old,51-200 Employees (India)
8555,Simplex Castings,3.6,(57 Reviews),,Public,Mumbai + 4 more,52 years old,1k-5k Employees (India)
8556,Regenersis,4,(57 Reviews),,Private,Tonbridge + 9 more,43 years old,501-1k Employees (India)
8557,JSS Medical Rese...,3.6,(57 Reviews),,Saint-Laurent + 11 more,37 years old,201-500 Employees (India),None
8558,Kelvion,3.5,(57 Reviews),,Bochum + 7 more,102 years old,51-200 Employees (India),None
8559,Bernhard Schulte...,4.1,(57 Reviews),,Private,"Hamburg,Hamburg + 7 more",139 years old,51-200 Employees (India)
8560,Canam Consultant...,4,(57 Reviews),,Private,Chandigarh + 14 more,26 years old,51-200 Employees (India)
8561,Experion Technol...,4.3,(57 Reviews),,Private,"Trivandrum/Thiruvananthapuram,Kerala + 3 more",16 years old,1k-5k Employees (India)
8562,KRIBHCO Fertiliz...,4.1,(57 Reviews),,Public,Noida + 8 more,27 years old,1-10 Employees (India)
8563,Chiripal Group,3.5,(57 Reviews),,Private,Ahmedabad + 4 more,50 years old,10k-50k Employees (India)
8564,Acuvate Software,3.4,(57 Reviews),,Private,Slough + 2 more,16 years old,201-500 Employees (India)
8565,Ford Technology ...,4.1,(57 Reviews),,Private,"Dearborn,Michigan + 2 more",27 years old,201-500 Employees (India)
8566,Don Bosco,4.4,(57 Reviews),,Private,New Delhi + 21 more,42 years old,201-500 Employees (India)
8567,Swarna Pragati H...,4.3,(57 Reviews),,Nagpur + 17 more,13 years old,51-200 Employees (India),None
8568,Kmg Infotech,3.6,(57 Reviews),,Private,"Melville,New York + 1 more",32 years old,51-200 Employees (India)
8569,Primetals Techno...,4.5,(57 Reviews),,Private,London + 3 more,7 years old,201-500 Employees (India)
8570,Ori-Plast,3.6,(57 Reviews),,Kolkata + 11 more,57 years old,201-500 Employees (India),None
8571,NSSL,3,(57 Reviews),,Nagpur,34 years old,1k-5k Employees (India),None
8572,Kerakoll,4.7,(57 Reviews),,Private,Sassuolo + 19 more,54 years old,51-200 Employees (India)
8573,Sahara Hospital,4.3,(57 Reviews),,Private,"Lucknow,Uttar Pradesh + 6 more",13 years old,501-1k Employees (India)
8574,FortPoint Automo...,3.1,(57 Reviews),,Private,Mumbai + 5 more,29 years old,1k-5k Employees (Global)
8575,Schiller Healthc...,3.3,(57 Reviews),,Private,"Mumbai,Maharashtra + 16 more",25 years old,201-500 Employees (India)
8576,Kumon India Educ...,4.4,(57 Reviews),,Private,"New Delhi,Delhi + 14 more",18 years old,51-200 Employees (India)
8577,Lancers Internat...,3.3,(57 Reviews),,Private,"Gurgaon/Gurugram,Haryana",13 years old,11-50 Employees (India)
8578,Vector India,4.6,(57 Reviews),,Private,"Tucson,Arizona + 2 more",13 years old,1k-5k Employees (India)
8579,BD,4.4,(57 Reviews),,Private,"Franklin Lakes,New Jersey + 10 more",125 years old,501-1k Employees (India)
8580,GD Goenka Intern...,4.1,(57 Reviews),,Surat + 6 more,None,None,None
8581,Jaipur Golden Ho...,4.6,(57 Reviews),,New Delhi + 1 more,29 years old,501-1k Employees (India),None
8582,Nucsoft,3.3,(57 Reviews),,Private,Mumbai + 5 more,28 years old,201-500 Employees (India)
8583,Relevance Lab,3.7,(57 Reviews),,Private,Singapore + 1 more,11 years old,201-500 Employees (India)
8584,Mediaocean,4.3,(57 Reviews),,Private,New York,55 years old,201-500 Employees (India)
8585,Edelweiss Agri V...,4.4,(57 Reviews),,Mumbai + 23 more,8 years old,201-500 Employees (India),None
8586,Idexcel Technolo...,4,(57 Reviews),,Private,"Herndon,Virginia + 3 more",24 years old,51-200 Employees (India)
8587,Mahindra Aerospa...,4,(57 Reviews),,Private,"Bangalore,Karnataka + 6 more",12 years old,201-500 Employees (India)
8588,Indira Gandhi Na...,4,(57 Reviews),,Public,"Delhi/NCR,Delhi + 14 more",37 years old,501-1k Employees (India)
8589,VPS Rockland,3.7,(57 Reviews),,Private,New Delhi + 1 more,20 years old,1k-5k Employees (Global)
8590,Post Graduate In...,4.3,(57 Reviews),,Private,"Chandigarh,Chandigarh + 4 more",59 years old,10k-50k Employees (India)
8591,Saudi Airlines C...,4.2,(57 Reviews),,Jeddah + 9 more,41 years old,None,None
8592,Captain Tractors,3.9,(57 Reviews),,Rajkot + 9 more,28 years old,51-200 Employees (India),None
8593,Guru Nanak Publi...,4.1,(57 Reviews),,Public,New Delhi + 18 more,58 years old,51-200 Employees (India)
8594,Visen Industries,3.7,(57 Reviews),,Public,"Mumbai,Maharashtra + 4 more",37 years old,1k-5k Employees (India)
8595,AFour Technologi...,3.9,(57 Reviews),,Private,Pune,15 years old,201-500 Employees (India)
8596,Anupam Industrie...,3.9,(57 Reviews),,Private,Anand + 7 more,49 years old,201-500 Employees (India)
8597,GSECL,4,(57 Reviews),,Private,Vadodara + 10 more,29 years old,5k-10k Employees (India)
8598,Maven Infotech,2.5,(57 Reviews),,Private,"Kolkata,West Bengal",14 years old,11-50 Employees (India)
8599,Volante Technolo...,3.3,(57 Reviews),,Private,New York + 1 more,201-500 Employees (India),None
8600,EduPristine,4.3,(57 Reviews),,Private,"Delhi,NCT + 6 more",15 years old,51-200 Employees (India)
8601,Raffles Educity,4.6,(57 Reviews),,Private,"Chandigarh,Chandigarh + 11 more",15 years old,51-200 Employees (India)
8602,Vasu Healthcare,4.5,(57 Reviews),,Private,"Vadodara/Baroda,Gujarat + 8 more",42 years old,51-200 Employees (India)
8603,SIP Academy,4.6,(57 Reviews),,Private,Chennai + 20 more,19 years old,201-500 Employees (India)
8604,Bhailal Amin Gen...,4.3,(57 Reviews),,Public,"Vadodara,Gujarat",58 years old,201-500 Employees (India)
8605,AltezzaSys,4.4,(57 Reviews),,Private,Noida + 7 more,8 years old,51-200 Employees (India)
8606,Healthcare Infor...,3.4,(57 Reviews),,Private,"Vadodara/Baroda,Gujarat + 4 more",16 years old,201-500 Employees (Global)
8607,Metahelix Life S...,4.2,(57 Reviews),,Bengaluru + 23 more,22 years old,1-10 Employees (India),None
8608,Surat Goods Tran...,3.8,(57 Reviews),,Private,Mumbai + 22 more,59 years old,1k-5k Employees (India)
8609,Paras Spices,3.3,(57 Reviews),,Gurgaon + 3 more,40 years old,51-200 Employees (India),None
8610,Metaminds Softwa...,3,(57 Reviews),,Private,Hyderabad + 2 more,22 years old,51-200 Employees (India)
8611,Balaji Telefilms,3.3,(57 Reviews),,Public,"Mumbai,Maharashtra + 6 more",28 years old,201-500 Employees (India)
8612,Tantia Construct...,4.4,(57 Reviews),,Public,"Kolkata,West Bengal + 5 more",58 years old,51-200 Employees (India)
8613,Itron,3.7,(57 Reviews),,Private,Liberty Lake + 7 more,45 years old,501-1k Employees (India)
8614,Openview Technol...,3.3,(57 Reviews),,Private,"Pune,Maharashtra + 6 more",26 years old,51-200 Employees (India)
8615,McGraw-Hill Educ...,3.5,(57 Reviews),,Private,"New York,New York + 12 more",3 years old,201-500 Employees (India)
8616,Swastik Infra-lo...,4.4,(57 Reviews),,Private,Mumbai + 9 more,501-1k Employees (India),None
8617,Condor Footwear,3.9,(57 Reviews),,Public,"Surat,Gujarat + 7 more",27 years old,51-200 Employees (India)
8618,TDI Internationa...,3.9,(57 Reviews),,Private,"Delhi/NCR,Delhi + 10 more",36 years old,501-1k Employees (India)
8619,Epic Research,3.7,(57 Reviews),,Private,"Indore,Madhya Pradesh",11 years old,51-200 Employees (India)
8620,Rana Sugars,4.2,(57 Reviews),,Public,Chandigarh + 11 more,30 years old,1k-5k Employees (India)
8621,C-Square Info So...,3.8,(57 Reviews),,Private,"Bangalore,Karnataka + 6 more",20 years old,51-200 Employees (India)
8622,Doosan Babcock,4.7,(57 Reviews),,Private,Crawley + 7 more,141 years old,1k-5k Employees (Global)
8623,Pravin Masalewal...,4.4,(57 Reviews),,Private,Pune + 12 more,60 years old,501-1k Employees (India)
8624,Ajax Engineering,4,(57 Reviews),,Private,"Bangalore/Bengaluru,Karnataka + 10 more",30 years old,51-200 Employees (India)
8625,Shree Bharat Int...,4.3,(57 Reviews),,Private,Noida + 3 more,36 years old,1k-5k Employees (India)
8626,Vasant Masala,4.5,(57 Reviews),,Private,"Ahmedabad,Gujarat + 15 more",52 years old,51-200 Employees (India)
8627,Sapphire Interna...,2.8,(57 Reviews),,Private,Noida + 9 more,19 years old,51-200 Employees (Global)
8628,Rapid Global Bus...,3.8,(57 Reviews),,Private,Troy + 4 more,25 years old,201-500 Employees (India)
8629,Bhaktivedanta Ho...,4.3,(57 Reviews),,Private,"Thane,Maharashtra + 4 more",24 years old,51-200 Employees (India)
8630,GraphX Solution,3.3,(57 Reviews),,Bengaluru,23 years old,51-200 Employees (India),None
8631,Accu Pack Engine...,3.3,(57 Reviews),,Private,Navi Mumbai + 2 more,14 years old,11-50 Employees (India)
8632,Keya Foods Inter...,4.4,(57 Reviews),,Private,"Mumbai,Maharashtra + 14 more",13 years old,201-500 Employees (India)
8633,Biltech Building...,3.4,(57 Reviews),,Private,New Delhi + 9 more,29 years old,201-500 Employees (India)
8634,Anmol Feeds,3.6,(57 Reviews),,Private,Kolkata + 6 more,22 years old,51-200 Employees (India)
8635,Premier Carworld,2.7,(57 Reviews),,Private,Kolkata + 1 more,12 years old,10k-50k Employees (India)
8636,Xerago E-Biz Ser...,3.8,(57 Reviews),,Private,Foster City + 1 more,20 years old,201-500 Employees (India)
8637,Steelcase Asia P...,4.1,(57 Reviews),,Private,Grand Rapids + 6 more,110 years old,201-500 Employees (India)
8638,Public Health Fo...,4,(57 Reviews),,NGO/NPO,"Delhi/NCR,Delhi + 11 more",16 years old,501-1k Employees (India)
8639,Pathfinder Educa...,3,(57 Reviews),,Private,Kolkata + 8 more,32 years old,51-200 Employees (India)
8640,FIL Industries,4.2,(57 Reviews),,Private,"Delhi/NCR,Delhi + 3 more",33 years old,51-200 Employees (India)
8641,Lanco Solar Ener...,4.1,(57 Reviews),,Private,Hyderabad + 9 more,None,None
